imdb_id,title,year,rated,released,runtime,genre,director,writer,actors,language,country,imdb_rating,type
tt0078869,The Black Hole,1979,PG,21 Dec 1979,98 min,"Action, Sci-Fi",Gary Nelson,"Jeb Rosebrook, Bob Barbash, Richard H. Landau","Maximilian Schell, Anthony Perkins, Robert Forster",English,United States,6.0,movie
tt2616880,The Blue Umbrella,2013,G,21 Jun 2013,7 min,"Animation, Short, Drama",Saschka Unseld,Saschka Unseld,Sarah Jaffe,English,United States,7.6,movie
tt0274240,The Book of Pooh,2001–2004,TV-Y,22 Jan 2001,30 min,"Animation, Adventure, Comedy, Family, Musical",,,"Paul McGinnis, Roger Jackson, John Fiedler, Jim Cummings",English,United States,6.4,series
tt0072728,The Boy Who Talked to Badgers,1975,,14 Sep 1975,89 min,"Adventure, Family",Gary Nelson,"Sheldon Stark, Allan Eckert","Christian Juttner, Carl Betz, Salome Jens",English,United States,5.9,movie
tt0071288,The Castaway Cowboy,1974,G,01 Aug 1974,91 min,"Comedy, Family, Western",Vincent McEveety,"Don Tait, Richard M. Bluel, Hugh Benson","James Garner, Vera Miles, Robert Culp",English,United States,5.9,movie
tt0077305,The Cat from Outer Space,1978,G,09 Jun 1978,104 min,"Comedy, Family, Sci-Fi",Norman Tokar,Ted Key,"Ken Berry, Sandy Duncan, Harry Morgan",English,United States,6.1,movie
tt0338852,The Cheetah Girls,2003,TV-G,15 Aug 2003,100 min,"Comedy, Drama, Family, Music, Musical",Oz Scott,"Deborah Gregory (series of books), Alison Taylor","Raven-Symoné, Adrienne Houghton, Kiely Williams, Sabrina Bryan","English, Spanish","Canada, USA",4.9,movie
tt0800318,The Cheetah Girls 2,2006,TV-G,25 Aug 2006,96 min,"Comedy, Drama, Family, Music, Musical",Kenny Ortega,"Bethesda Brown, Alison Taylor, Deborah Gregory (series of books)","Raven-Symoné, Adrienne Houghton, Sabrina Bryan, Kiely Williams","English, Spanish",United States,5.1,movie
tt1013542,The Cheetah Girls: One World,2008,TV-G,22 Aug 2008,90 min,"Comedy, Drama, Family, Musical",Paul Hoen,"Dan Berendsen (story by), Dan Berendsen (teleplay by), Nisha Ganatra (teleplay by), Deborah Gregory (series of books), Jen Small (teleplay by)","Adrienne Houghton, Sabrina Bryan, Kiely Williams, Roshan Seth",English,United States,4.7,movie
tt0090840,The Christmas Star,1986,TV-G,14 Dec 1986,94 min,"Drama, Family",Alan Shapiro,"Alan Shapiro, Carol Dysinger","Edward Asner, Rene Auberjonois, Jim Metzler",English,"Canada, United States",6.3,movie
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,PG,16 May 2008,150 min,"Action, Adventure, Family",Andrew Adamson,"Andrew Adamson, Christopher Markus, Stephen McFeely","Ben Barnes, Skandar Keynes, Georgie Henley",English,"United States, Poland, Slovenia, Czech Republic, United Kingdom",6.5,movie
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143 min,"Adventure, Family, Fantasy",Andrew Adamson,"Ann Peacock, Andrew Adamson, Christopher Markus","Tilda Swinton, Georgie Henley, William Moseley","English, German, Brazilian Sign ","United Kingdom, United States",6.9,movie
tt0213565,The Color of Friendship,2000,TV-G,05 Feb 2000,87 min,"Biography, Drama, Family",Kevin Hooks,Paris Qualles,"Lindsey Haun, Shadia Simmons, Carl Lumbly, Penny Johnson Jerald",English,"Canada, USA",7.2,movie
tt0065566,The Computer Wore Tennis Shoes,1969,G,24 Dec 1969,91 min,"Comedy, Family, Sci-Fi",Robert Butler,Joseph L. McEveety,"Kurt Russell, Cesar Romero, Joe Flynn",English,United States,6.0,movie
tt0276033,The Country Bears,2002,G,26 Jul 2002,88 min,"Comedy, Family, Music",Peter Hastings,Mark Perez,"Haley Joel Osment, Diedrich Bader, Candy Ford",English,United States,4.2,movie
tt0327698,The Even Stevens Movie,2003,TV-G,13 Jun 2003,93 min,"Comedy, Family",Sean McNamara,"Dennis Rinsler, Marc Warren","Shia LaBeouf, Christy Carlson Romano, Donna Pescow, Tom Virtue",English,United States,6.2,movie
tt2025690,The Finest Hours,2016,PG-13,29 Jan 2016,117 min,"Action, Drama, History",Craig Gillespie,"Scott Silver, Paul Tamasy, Eric Johnson","Chris Pine, Casey Affleck, Ben Foster",English,United States,6.8,movie
tt9154632,The Flood,2018,,25 Nov 2018,,Documentary,,,Angela Bassett,English,United States,7.7,movie
tt0082406,The Fox and the Hound,1981,G,10 Jul 1981,83 min,"Animation, Adventure, Drama","Ted Berman, Richard Rich, Art Stevens","Daniel P. Mannix, Larry Clemmons, Ted Berman","Mickey Rooney, Kurt Russell, Pearl Bailey",English,United States,7.3,movie
tt0492956,The Game Plan,2007,PG,28 Sep 2007,110 min,"Comedy, Family, Sport",Andy Fickman,"Nichole Millard, Kathryn Price, Audrey Wells","Dwayne Johnson, Kyra Sedgwick, Madison Pettis",English,United States,6.1,movie
tt0080788,The Ghosts of Buxley Hall,1980,TV-G,21 Dec 1980,93 min,"Comedy, Family, Fantasy, Horror",Bruce Bilson,"Sy Gomberg (adaptation), Rick Mittleman (adaptation), Sy Gomberg","Dick O'Neill, Victor French, Louise Latham, Rad Daly",English,United States,5.7,movie
tt0025184,The Goddess of Spring,1934,Approved,03 Nov 1934,10 min,"Animation, Short, Family",Wilfred Jackson,William Cottrell,"Kenny Baker, Diana Gaylen, Tudor Williams",English,United States,6.7,movie
tt0026423,The Golden Touch,1935,,22 Mar 1935,10 min,"Animation, Short, Comedy",Walt Disney,Albert Hurter,"Mary Moder, Clarence Nash, Toby Wing",English,United States,6.9,movie
tt1979388,The Good Dinosaur,2015,PG,25 Nov 2015,93 min,"Animation, Adventure, Comedy",Peter Sohn,"Bob Peterson, Peter Sohn, Erik Benson","Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla",English,United States,6.7,movie
tt0091149,The Great Mouse Detective,1986,G,02 Jul 1986,74 min,"Animation, Adventure, Family","Ron Clements, Burny Mattinson, David Michener","Peter Young, Vance Gerry, Steve Hulett","Vincent Price, Barrie Ingham, Val Bettin","English, French, German, Italian",United States,7.2,movie
tt0082474,The Great Muppet Caper,1981,G,26 Jun 1981,97 min,"Adventure, Comedy, Crime",Jim Henson,"Tom Patchett, Jay Tarses, Jerry Juhl","Jim Henson, Frank Oz, Dave Goelz",English,"United Kingdom, United States",7.2,movie
tt0388980,The Greatest Game Ever Played,2005,PG,30 Sep 2005,120 min,"Biography, Drama, Sport",Bill Paxton,Mark Frost,"Shia LaBeouf, Stephen Dillane, Elias Koteas",English,"United States, Canada",7.4,movie
tt0338094,The Haunted Mansion,2003,PG,26 Nov 2003,88 min,"Comedy, Family, Fantasy",Rob Minkoff,David Berenbaum,"Eddie Murphy, Marsha Thomason, Jennifer Tilly",English,United States,5.1,movie
tt0031431,The Hockey Champ,1939,Approved,28 Apr 1939,7 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Jack Hannah, Ted Osborne",Clarence Nash,English,United States,7.1,movie
tt0116583,The Hunchback of Notre Dame,1996,G,21 Jun 1996,91 min,"Animation, Drama, Family","Gary Trousdale, Kirk Wise","Tab Murphy, Victor Hugo, Irene Mecchi","Demi Moore, Jason Alexander, Mary Kay Bergman","English, Latin","United States, France",7.0,movie
tt0257778,The Hunchback of Notre Dame 2: The Secret of the Bell,2002,G,19 Mar 2002,68 min,"Animation, Adventure, Comedy, Drama, Family, Musical, Romance",Bradley Raymond,"Jule Selbo (screenplay by), Flip Kobler (screenplay by), Cindy Marcus (screenplay by)","Jason Alexander, Jennifer Love Hewitt, Tom Hulce, Paul Kandel",English,"USA, Japan",4.7,movie
tt9331982,The Imagineering Story,2019,TV-G,12 Nov 2019,60 min,Documentary,,,"Tom Morris, Kevin Rafferty, Angela Bassett",English,United States,9.0,series
tt2136396,The Incredible Dr. Pol,2011–,TV-PG,29 Oct 2011,44 min,"Documentary, Reality-TV",,"Monica Austin, Jonathan Schroder","Jan Pol, Ari Rubin, Diane Pol",English,United States,8.6,series
tt6001956,Blue Ribbon Kids,2016,,13 Aug 2016,,"Documentary, Reality-TV",,,"Ciara Allen, Gary Amos, Linda Amos",,,,episode
tt0057180,The Incredible Journey,1963,G,20 Nov 1963,80 min,"Adventure, Drama, Family",Fletcher Markle,"James Algar, Sheila Burnford","Émile Genest, John Drainie, Tommy Tweed",English,"Canada, United States",7.1,movie
tt0317705,The Incredibles,2004,PG,05 Nov 2004,115 min,"Animation, Action, Adventure",Brad Bird,Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter","English, French",United States,8.0,movie
tt0089385,The Journey of Natty Gann,1985,PG,27 Sep 1985,101 min,"Adventure, Family",Jeremy Kagan,Jeanne Rosenberg,"Meredith Salenger, John Cusack, Ray Wise",English,United States,7.0,movie
tt0061852,The Jungle Book,1967,G,18 Oct 1967,78 min,"Animation, Adventure, Family",Wolfgang Reitherman,"Larry Clemmons, Ralph Wright, Ken Anderson","Phil Harris, Sebastian Cabot, Louis Prima",English,United States,7.6,movie
tt0283426,The Jungle Book 2,2003,G,14 Feb 2003,72 min,"Animation, Adventure, Family",Steve Trenbirth,"Karl Geurs, Carter Crocker, Evan Spiliotopoulos","John Goodman, Haley Joel Osment, Tony Jay",English,"United States, Australia",5.4,movie
tt0144262,The Jungle Book: Mowgli's Story,1998,G,28 Sep 1998,77 min,"Adventure, Family",Nick Marck,"Rudyard Kipling (book), Jose Rivera (teleplay), Jim Herzfeld (teleplay)","Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin",English,United States,4.2,movie
tt1294226,The Last Song,2010,PG,31 Mar 2010,107 min,"Drama, Music, Romance",Julie Anne Robinson,"Nicholas Sparks, Jeff Van Wie","Miley Cyrus, Liam Hemsworth, Greg Kinnear",English,United States,6.0,movie
tt2565938,The Legend of Mor'du,2012,TV-PG,05 Dec 2012,7 min,"Animation, Short, Family, Fantasy",Brian Larsen,"Steve Purcell, Brian Larsen","Julie Walters, Steve Purcell, Callum O'Neill",English,United States,6.2,movie
tt6105098,The Lion King,2019,PG,19 Jul 2019,118 min,"Animation, Adventure, Drama",Jon Favreau,"Jeff Nathanson, Irene Mecchi, Jonathan Roberts","Donald Glover, Beyoncé, Seth Rogen","English, Xhosa, Zulu, French, Spanish, Hindi","United States, United Kingdom, South Africa",6.8,movie
tt0318403,The Lion King 3: Hakuna Matata,2004,G,10 Feb 2004,77 min,"Animation, Adventure, Comedy, Family, Musical",Bradley Raymond,"Tom Rogers (screenplay), Roger Allers (additional screenplay material), Irene Mecchi (additional screenplay material), Bill Steinkellner (additional screenplay material), Evan Spiliotopoulos (additional screenplay material)","Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller",English,"Australia, USA",6.5,movie
tt0120131,The Lion King 2: Simba's Pride,1998,G,27 Oct 1998,81 min,"Animation, Adventure, Drama, Family, Musical, Romance","Darrell Rooney, Rob LaDuca(co-director)","Flip Kobler (screenplay), Cindy Marcus (screenplay), Jenny Wingfield (additional written material), Linda Voorhees (additional written material), Gregory Poirier (additional written material), Bill Motz (additional written material), Bob Roth (additional written material), Mark McCorkle (additional written material), Bob Schooley (additional written material), Jonathan Cuba (additional written material)","Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume",English,"USA, Australia",6.5,movie
tt0110357,The Lion King,1994,G,24 Jun 1994,88 min,"Animation, Adventure, Drama","Roger Allers, Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton","Matthew Broderick, Jeremy Irons, James Earl Jones","English, Swahili, Xhosa, Zulu",United States,8.5,movie
tt0097757,The Little Mermaid,1989,G,17 Nov 1989,83 min,"Animation, Family, Fantasy","Ron Clements, John Musker","John Musker, Ron Clements, Hans Christian Andersen","Jodi Benson, Samuel E. Wright, Rene Auberjonois","English, French",United States,7.6,movie
tt0240684,The Little Mermaid 2: Return to the Sea,2000,G,19 Sep 2000,75 min,"Animation, Drama, Family, Fantasy, Musical","Jim Kammerud, Brian Smith(co-director), Bill Speers(co-director)","Elizabeth Anderson (screenplay), Temple Mathews (screenplay), Elise D'Haene (additional screenplay material), Eddie Guzelian (additional screenplay material)","Jodi Benson, Samuel E. Wright, Tara Strong, Pat Carroll",English,"USA, Canada, Australia, Taiwan, Hong Kong, France, Japan, China",5.6,movie
tt0969647,The Little Mermaid: Ariel's Beginning,2008,G,25 Aug 2008,77 min,"Animation, Drama, Family, Fantasy, Musical",Peggy Holmes,"Robert Reece (screenplay), Evan Spiliotopoulos (screenplay), Jule Selbo (story), Jenny Wingfield (story), Steve Bencich (additional screenplay material), Peggy Holmes (additional screenplay material), Tom Rogers (additional screenplay material), Thania St. John (additional screenplay material), Rich Burns (additional screenplay material), Ron J. Friedman (additional screenplay material)","Jodi Benson, Samuel E. Wright, Jim Cummings, Sally Field",English,United States,6.2,movie
tt0046008,The Living Desert,1953,G,10 Nov 1953,69 min,"Family, Documentary",James Algar,"James Algar, Winston Hibler, Ted Sears",Winston Hibler,English,United States,7.5,movie
tt6176812,The Lodge,2016–,TV-G,17 Oct 2016,22 min,Family,,,"Luke Newton, Sophie Simnett, Thomas Doherty",English,United Kingdom,6.2,series
tt10290670,The Lost Tomb of Alexander the Great,2019,,04 Mar 2019,44 min,Documentary,Duncan Singh,,"Matt McFetridge, Fredrik T. Hiebert, Calliope Limneos-Papakosta, Maria Nilsson",English,United Kingdom,6.6,movie
tt0064603,The Love Bug,1968,G,13 Mar 1969,108 min,"Comedy, Family, Sport",Robert Stevenson,"Bill Walsh, Don DaGradi, Gordon Buford","Dean Jones, Michele Lee, David Tomlinson","English, Cantonese, Spanish",United States,6.5,movie
tt8111088,The Mandalorian,2019–,TV-14,12 Nov 2019,40 min,"Action, Adventure, Sci-Fi",,Jon Favreau,"Pedro Pascal, Gina Carano, Giancarlo Esposito",English,United States,8.8,series
tt0076363,The Many Adventures of Winnie the Pooh,1977,G,11 Mar 1977,74 min,"Animation, Adventure, Comedy","John Lounsbery, Wolfgang Reitherman, Ben Sharpsteen","A.A. Milne, Larry Clemmons, Ralph Wright","Sebastian Cabot, Junius Matthews, Barbara Luddy",English,United States,7.6,movie
tt0066728,The Million Dollar Duck,1971,G,30 Jun 1971,89 min,"Comedy, Family, Sci-Fi",Vincent McEveety,"Ted Key, Roswell Rogers","Dean Jones, Sandy Duncan, Joe Flynn",English,United States,5.8,movie
tt2490352,The Mistle-Tones,2012,TV-PG,09 Dec 2012,90 min,"Comedy, Family, Music",Paul Hoen,"Jed Elinoff, Scott Thomas","Tia Mowry-Hardrict, Jonathan Patrick Moore, Andy Gala, Megan Kathleen Duffy",English,United States,6.6,movie
tt0104940,The Muppet Christmas Carol,1992,G,11 Dec 1992,85 min,"Comedy, Drama, Family",Brian Henson,"Charles Dickens, Jerry Juhl","Michael Caine, Dave Goelz, Steve Whitmire",English,"United States, United Kingdom",7.7,movie
tt0079588,The Muppet Movie,1979,G,22 Jun 1979,95 min,"Adventure, Comedy, Family",James Frawley,"Jerry Juhl, Jack Burns","Jim Henson, Frank Oz, Jerry Nelson",English,"United Kingdom, United States",7.6,movie
tt1204342,The Muppets,2011,PG,23 Nov 2011,103 min,"Adventure, Comedy, Family",James Bobin,"Jason Segel, Nicholas Stoller, Jim Henson","Amy Adams, Jason Segel, Chris Cooper",English,"United States, United Kingdom, France",7.1,movie
tt4651824,The Muppets.,2015–2016,TV-PG,21 Jul 2015,21 min,"Comedy, Family",,"Bob Kushell, Bill Prady","Dave Goelz, Eric Jacobson, Bill Barretta",English,United States,7.4,series
tt0165052,The New Adventures of Winnie the Pooh,1988–1991,TV-Y,17 Jan 1988,30 min,"Animation, Adventure, Comedy",,,"John Fiedler, Jim Cummings, Ken Sansom",English,United States,7.7,series
tt0046125,The New Neighbor,1953,,01 Aug 1953,7 min,"Family, Comedy, Animation","Jack Hannah, David Hand","Nick George, Milt Schaffer","Pinto Colvig, Billy Bletcher, Clarence Nash",English,United States,7.2,movie
tt1462769,The Odd Life of Timothy Green,2012,PG,15 Aug 2012,105 min,"Comedy, Drama, Family",Peter Hedges,"Peter Hedges, Ahmet Zappa","Jennifer Garner, Joel Edgerton, CJ Adams",English,United States,6.6,movie
tt0029339,The Old Mill,1937,Approved,05 Nov 1937,9 min,"Animation, Short, Comedy",Wilfred Jackson,Dick Rickard,"Elvia Allman, Marie Arbuckle, Dorothy Compton",None,United States,7.8,movie
tt0035148,The Olympic Champ,1942,Approved,09 Oct 1942,7 min,"Animation, Short, Comedy","Jack Kinney, Ben Sharpsteen","Jack Kinney, Webb Smith, Leo Thiele",John McLeish,English,United States,7.0,movie
tt0219222,The Olympic Elk,1952,Approved,13 Feb 1952,27 min,"Documentary, Short",James Algar,"Winston Hibler, Ted Sears, James Algar",Winston Hibler,English,United States,7.2,movie
tt0246834,The Other Me,2000,TV-G,08 Sep 2000,90 min,"Comedy, Family, Sci-Fi",Manny Coto,"Mary C. Ryan (book), Jeff Schechter (teleplay)","Andrew Lawrence, Mark L. Taylor, Lori Hallier, Alison Pill",English,United States,6.1,movie
tt0055277,The Parent Trap,1961,Passed,21 Jun 1961,129 min,"Comedy, Family, Romance",David Swift,"Erich Kästner, David Swift","Hayley Mills, Maureen O'Hara, Brian Keith",English,United States,7.1,movie
tt0120783,The Parent Trap,1998,PG,29 Jul 1998,128 min,"Adventure, Comedy, Drama",Nancy Meyers,"Erich Kästner, David Swift, Nancy Meyers","Lindsay Lohan, Dennis Quaid, Natasha Richardson","English, French","United States, United Kingdom",6.6,movie
tt0024451,The Pied Piper,1933,,16 Sep 1933,8 min,"Animation, Short, Family",Wilfred Jackson,"Robert Browning, Ted Sears, Webb Smith","Marion Darlington, George Gramlich, Harriette Haddon",English,United States,6.7,movie
tt0561332,The Plausible Impossible,1956,Not Rated,31 Oct 1956,50 min,"Adventure, Drama, Family","William Beaudine, Wilfred Jackson",Dick Huemer,"Walt Disney, Leopold Stokowski, Clarence Nash",English,United States,7.4,episode
tt0274728,The Poof Point,2001,TV-G,14 Sep 2001,90 min,"Comedy, Family, Sci-Fi",Neal Israel,"Ellen Weiss (novel), Mel Friedman (novel), Stu Krieger (teleplay)","Tahj Mowry, Dawnn Lewis, Mark Curry, Raquel Lee",English,United States,4.6,movie
tt1836776,The Prince and the Pauper,1962,TV-PG,07 May 1962,93 min,Adventure,Don Chaffey,"Mark Twain, Jack Whittingham","Guy Williams, Laurence Naismith, Donald Houston",English,United Kingdom,6.3,movie
tt0100409,The Prince and the Pauper,1990,G,16 Nov 1990,25 min,"Animation, Short, Adventure",George Scribner,"Gerrit Graham, Sam Graham, Chris Hubbell","Wayne Allwine, Bill Farmer, Arthur Burghardt",English,United States,7.1,movie
tt0780521,The Princess and the Frog,2009,G,11 Dec 2009,97 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Greg Erb","Anika Noni Rose, Keith David, Oprah Winfrey","English, French",United States,7.1,movie
tt0093779,The Princess Bride,1987,PG,09 Oct 1987,98 min,"Adventure, Family, Fantasy",Rob Reiner,William Goldman,"Cary Elwes, Mandy Patinkin, Robin Wright",English,"United Kingdom, United States",8.1,movie
tt0247638,The Princess Diaries,2001,G,03 Aug 2001,115 min,"Comedy, Family, Romance",Garry Marshall,"Meg Cabot, Gina Wendkos","Julie Andrews, Anne Hathaway, Hector Elizondo","English, Dutch, Italian","United States, United Kingdom",6.4,movie
tt0368933,The Princess Diaries 2: Royal Engagement,2004,G,11 Aug 2004,113 min,"Comedy, Family, Romance",Garry Marshall,"Meg Cabot, Gina Wendkos, Shonda Rhimes","Anne Hathaway, Callum Blue, Julie Andrews","English, Greek, French, Spanish",United States,5.8,movie
tt0293737,The Proud Family,2001–2005,TV-Y,15 Sep 2001,30 min,"Animation, Comedy, Family",,"Bruce W. Smith, Doreen Spicer","Kyla Pratt, Tommy Davidson, Jo Marie Payton",English,United States,6.4,series
tt0448090,The Proud Family Movie,2005,TV-G,19 Aug 2005,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",Bruce W. Smith,"Ralph Farquhar (screenplay), Calvin Brown Jr. (screenplay), John Patrick White (screenplay), Stiles White (screenplay)","Kyla Pratt, Tommy Davidson, Paula Jai Parker, Jo Marie Payton",English,United States,5.4,movie
tt0034091,The Reluctant Dragon,1941,Approved,20 Jun 1941,74 min,"Animation, Comedy, Family","Alfred L. Werker, Hamilton Luske, Jack Cutting","Kenneth Grahame, Ted Sears, Al Perkins","Robert Benchley, Frances Gifford, Buddy Pepper",English,United States,6.9,movie
tt0816401,The Replacements,2006–2009,TV-Y,28 Jul 2006,22 min,"Animation, Comedy, Family",,Dan Santat,"Nancy Cartwright, Grey Griffin, Jeff Bennett",English,United States,5.9,series
tt0076618,The Rescuers,1977,G,22 Jun 1977,78 min,"Animation, Adventure, Comedy","John Lounsbery, Wolfgang Reitherman, Art Stevens","Margery Sharp, Larry Clemmons, Ken Anderson","Bob Newhart, Eva Gabor, Geraldine Page",English,United States,6.9,movie
tt0100477,The Rescuers Down Under,1990,G,16 Nov 1990,77 min,"Animation, Adventure, Crime","Hendel Butoy, Mike Gabriel","Jim Cox, Karey Kirkpatrick, Byron Simpson","Bob Newhart, Eva Gabor, John Candy",English,United States,6.9,movie
tt0102803,The Rocketeer,1991,PG,21 Jun 1991,108 min,"Action, Adventure, Family",Joe Johnston,"Dave Stevens, Danny Bilson, Paul De Meo","Billy Campbell, Jennifer Connelly, Alan Arkin","English, German",United States,6.5,movie
tt0265662,The Rookie,2002,G,29 Mar 2002,127 min,"Drama, Family, Sport",John Lee Hancock,Mike Rich,"Dennis Quaid, J.D. Evermore, Rachel Griffiths",English,United States,6.9,movie
tt0817307,The Sandlot: Heading Home,2007,PG,01 May 2007,96 min,"Family, Sport",William Dear,"Keith Mitchell, Allie Dvorin, David Mickey Evans (based upon characters created by), Robert Gunter (based upon characters created by)","Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins",English,"USA, Canada",5.0,movie
tt0111070,The Santa Clause,1994,PG,11 Nov 1994,97 min,"Comedy, Drama, Family",John Pasquin,"Leo Benvenuti, Steve Rudnick","Tim Allen, Judge Reinhold, Wendy Crewson","English, Spanish","United States, Canada",6.5,movie
tt0304669,The Santa Clause 2,2002,G,01 Nov 2002,104 min,"Comedy, Family, Fantasy",Michael Lembeck,"Don Rhymer, Cinco Paul, Ken Daurio","Tim Allen, Spencer Breslin, Elizabeth Mitchell",English,"United States, Canada",5.7,movie
tt0452681,The Santa Clause 3: The Escape Clause,2006,G,03 Nov 2006,92 min,"Adventure, Comedy, Family",Michael Lembeck,"Ed Decter, John J. Strauss, Leo Benvenuti","Tim Allen, Martin Short, Elizabeth Mitchell",English,"United States, Canada",4.8,movie
tt0313634,The Scream Team,2002,TV-PG,11 Oct 2002,100 min,"Comedy, Family, Fantasy, Horror",Stuart Gillard,"Robert Short (story), Dan Berendsen (story), Dan Berendsen (teleplay)","Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle",English,United States,6.5,movie
tt0496386,Bao hu lu de mi mi,2007,G,18 Jul 2008,84 min,"Drama, Family",Frankie Chung,Tianyi Zhang,"Corbin Bleu, Peisi Chen, Aaron Michael Drozin","Mandarin, English","China, Hong Kong, United States",5.2,movie
tt0075200,The Shaggy D.A.,1976,G,17 Dec 1976,91 min,"Comedy, Family, Fantasy",Robert Stevenson,"Don Tait, Felix Salten","Dean Jones, Suzanne Pleshette, Tim Conway",English,United States,5.9,movie
tt0053271,The Shaggy Dog,1959,Approved,19 Mar 1959,104 min,"Comedy, Family, Fantasy",Charles Barton,"Bill Walsh, Lillie Hayward, Felix Salten","Fred MacMurray, Jean Hagen, Tommy Kirk",English,United States,6.5,movie
tt0054307,The Sign of Zorro,1958,G,11 Jun 1960,91 min,"Adventure, Drama, Family","Lewis R. Foster, Norman Foster","Norman Foster, Lowell S. Hawley, Bob Wehling","Guy Williams, Henry Calvin, Gene Sheldon",English,United States,7.1,movie
tt0096697,The Simpsons,1989–,TV-PG,17 Dec 1989,22 min,"Animation, Comedy",,"James L. Brooks, Matt Groening, Sam Simon","Dan Castellaneta, Nancy Cartwright, Harry Shearer","English, Spanish, Albanian, French, Japanese, German, Russian, Hindi, Swahili, Italian, Swedish, Turkish, Cantonese, Mandarin, Hebrew, Arabic, Klingon, Bengali, Czech, Chinese",United States,8.7,series
tt0078281,The Small One,1978,G,16 Dec 1978,26 min,"Animation, Short, Family","Don Bluth, Jack Cutting, Wolfgang Reitherman","Vance Gerry, Peter Young, Charles Tazewell","Sean Marshall, William Woodson, Olan Soule",English,United States,7.7,movie
tt0059742,The Sound of Music,1965,G,01 Apr 1965,172 min,"Biography, Drama, Family",Robert Wise,"George Hurdalek, Howard Lindsay, Russel Crouse","Julie Andrews, Christopher Plummer, Eleanor Parker","English, German",United States,8.0,movie
tt0045197,The Story of Robin Hood and His Merrie Men,1952,Approved,26 Jun 1952,84 min,"Action, Adventure, Family",Ken Annakin,Lawrence Edward Watkin,"Richard Todd, Joan Rice, Peter Finch",English,United Kingdom,6.7,movie
tt0166896,The Straight Story,1999,G,03 Nov 1999,112 min,"Biography, Drama",David Lynch,"John Roach, Mary Sweeney","Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz",English,"France, United Kingdom, United States",8.0,movie
tt0073760,The Strongest Man in the World,1975,G,06 Feb 1975,92 min,"Comedy, Family, Sci-Fi",Vincent McEveety,"Joseph L. McEveety, Herman Groves","Kurt Russell, Joe Flynn, Eve Arden",English,United States,6.0,movie
tt1754799,The Suite Life Movie,2011,Not Rated,25 Mar 2011,79 min,"Adventure, Comedy, Crime, Drama, Family, Sci-Fi",Sean McNamara,"Danny Kallis (characters), Jim Geoghan (characters), Michael Saltzman, Robert Horn","Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan",English,United States,5.3,movie
tt0426371,The Suite Life of Zack & Cody,2005–2008,TV-G,18 Mar 2005,30 min,"Comedy, Family",,"Jim Geoghan, Danny Kallis","Cole Sprouse, Dylan Sprouse, Brenda Song",English,United States,6.5,series
tt1181917,The Suite Life on Deck,2008–2011,TV-G,26 Sep 2008,30 min,"Action, Adventure, Comedy",,"Jim Geoghan, Danny Kallis, Pamela Eells","Dylan Sprouse, Cole Sprouse, Brenda Song",English,United States,6.4,series
tt1388589,The Super Hero Squad Show,2009–2011,TV-Y7,14 Sep 2009,,"Animation, Action, Comedy",,,"Tom Kenny, David Boat, Steve Blum",English,United States,6.1,series
tt5653444,The Swap,2016,TV-G,07 Oct 2016,100 min,"Comedy, Family, Fantasy",Jay Karas,"Charlie Shahnaian, Shari Simpson","Peyton List, Jacob Bertrand, Claire Rankin, Darrin Rose",English,United States,6.1,movie
tt0057546,The Sword in the Stone,1963,G,21 Jun 1964,79 min,"Animation, Adventure, Comedy","Wolfgang Reitherman, Clyde Geronimi, David Hand","Bill Peet, T.H. White","Rickie Sorensen, Sebastian Cabot, Karl Swenson",English,United States,7.2,movie
tt0200208,The Thirteenth Year,1999,TV-G,15 May 1999,95 min,"Comedy, Family, Fantasy",Duwayne Dunham,"Jenny Arata (story), Robert L. Baird (teleplay), Kelly Senecal (teleplay), Jenny Arata (teleplay)","Chez Starbuck, Justin Jon Ross, Courtnee Draper, Brent Briscoe",English,United States,6.0,movie
tt0038166,The Three Caballeros,1944,Approved,22 Feb 1945,71 min,"Animation, Comedy, Family","Norman Ferguson, Clyde Geronimi, Jack Kinney","Homer Brightman, Ernest Terrazas, Ted Sears","Aurora Miranda, Carmen Molina, Dora Luz","English, Spanish, Portuguese","United States, Mexico",6.4,movie
tt0108333,The Three Musketeers,1993,PG,12 Nov 1993,105 min,"Action, Adventure, Comedy",Stephen Herek,"Alexandre Dumas, David Loughery","Charlie Sheen, Kiefer Sutherland, Chris O'Donnell",English,"Austria, United Kingdom, United States",6.4,movie
